FileName,SetNum,RepNum,Model,AgentStepTime,NumAgents,Neighbors,FractionInformed,AvoidRadius,AlignRadius,AttractRadius,AlignYIntercept,ObstacleRadius,ObsVisibility,TurnRate,AvoidWeight,AlignWeight,AttractWeight,ObstacleWeight,Agent,GoalReachTimes,minimumYs,extremeXs,maximumYs
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,5,NaN,17.2521997870157,6.659916270737,23.0978344511249
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,6,NaN,16.3316493087838,6.7011559394538,23.2034194665873
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,7,NaN,18.4456168173733,5.84477364995422,23.2602304137538
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,8,NaN,16.0663116200604,6.88031821191847,23.3577026777003
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,9,NaN,14.9678335965508,6.84773952189117,23.2539077413578
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep16.mat,1,8,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,10,NaN,16.9918858302004,6.45285950945007,23.329492080005
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep17.mat,1,9,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,1,NaN,16.7433693809712,5.84776434038351,23.2711463989392
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep17.mat,1,9,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,2,NaN,16.6382490083926,6.56378057428284,23.2565563253405
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep17.mat,1,9,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,3,NaN,18.1145809761427,5.84495766871868,23.2534832476949
/Users/helen/Documents/JSMFpostdoc/projects/collectiveMovementAndObstacles/Obstacle-avoiding-agents/data/data20201020/ParameterSet148/Rep17.mat,1,9,0,0.01,10,7,1,1,5,10,0.6,1,1,2,1,1,1,1,4,NaN,17.3075455182959,6.00040839196417,23.133086652488
